"","station","glatos_array","station_no","consecutive_deploy_no","intend_lat","intend_long","deploy_lat","deploy_long","recover_lat","recover_long","deploy_date_time","recover_date_time","bottom_depth","riser_length","instrument_depth","ins_model_no","glatos_ins_frequency","ins_serial_no","code_map","code_map_comment","deployed_by","comments","glatos_seasonal","glatos_project","glatos_vps"
"469","HAM-061","HAM","61",4,NA,NA,43.29015,-79.88239,NA,NA,2023-04-04 17:55:00,2023-11-23 05:00:00,NA,NA,NA,"VR2W",69,137954,"Generation 2",NA,NA,NA,"Yes","HAMLO","No"
"470","HAM-068","HAM","68",2,NA,NA,43.28968,-79.88512,NA,NA,2023-04-04 18:01:00,2023-11-21 19:30:00,NA,NA,NA,"VR2W",69,119662,"MAP-115",NA,NA,NA,"Yes","HAMLO","No"
"471","HAM-029","HAM","29",10,NA,NA,43.28936,-79.88731,NA,NA,2023-04-04 18:22:00,2023-12-20 18:20:00,1,NA,NA,"VR2W",69,132818,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"472","HAM-033","HAM","33",8,NA,NA,43.29215,-79.88395,NA,NA,2023-04-04 18:40:00,2023-12-20 18:50:00,NA,NA,NA,"VR2W-Tx",69,487629,"Generation 2 Generation-2",NA,NA,NA,"No","HAMLO","No"
"473","HAM-060","HAM","60",4,NA,NA,43.29029,-79.88518,NA,NA,2023-04-04 19:11:00,2023-11-21 18:30:00,NA,NA,NA,"VR2W-Tx",69,481721,"Generation 2",NA,NA,NA,"Yes","HAMLO","No"
"474","HAM-062","HAM","62",4,NA,NA,43.29041,-79.88652,NA,NA,2023-04-04 19:15:00,2023-11-22 05:00:00,NA,NA,NA,"VR2W",69,127847,"MAP-115",NA,NA,NA,"Yes","HAMLO","No"
"475","HAM-066","HAM","66",4,NA,NA,43.29282,-79.88101,NA,NA,2023-04-04 19:35:00,2023-12-01 05:00:00,NA,NA,NA,"VR2W",69,133002,"MAP-115",NA,NA,NA,"Yes","HAMLO","No"
"476","HAM-067","HAM","67",5,NA,NA,43.29409,-79.87926,NA,NA,2023-04-04 20:02:00,2023-11-21 19:20:00,NA,NA,NA,"VR2W",69,137957,"MAP-115",NA,NA,NA,"Yes","HAMLO","No"
"477","HAM-059","HAM","59",4,NA,NA,43.29481,-79.87588,NA,NA,2023-04-04 20:45:00,2023-11-16 05:00:00,NA,NA,NA,"VR2W",69,127843,"MAP-115",NA,NA,NA,"Yes","HAMLO","No"
"478","HAM-044","HAM","44",6,NA,NA,43.27597,-79.90658,NA,NA,2023-04-28 15:50:00,2023-10-05 17:14:00,0.96,NA,NA,"VR2W",69,127840,"MAP-115",NA,NA,NA,"Yes","HAMLO","No"
"479","HAM-042","HAM","42",7,NA,NA,43.26864,-79.93536,NA,NA,2023-04-28 16:13:00,2024-03-27 14:30:00,1.56,NA,NA,"VR2W",69,127850,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"480","HAM-056","HAM","56",7,NA,NA,43.27493,-79.86332,NA,NA,2023-06-20 16:50:00,2024-07-31 15:40:00,NA,NA,NA,"VR2W",69,121987,"MAP-115","error 1 initialization occurred between deploy and recover",NA,NA,"No","HAMLO","No"
"481","HAM-054","HAM","54",7,NA,NA,43.27472,-79.86203,NA,NA,2023-06-20 17:15:00,2024-07-31 15:50:00,NA,NA,NA,"VR2W",69,137958,"Generation-2",NA,NA,NA,"No","HAMLO","No"
"482","HAM-057","HAM","57",7,NA,NA,43.275,-79.8607,NA,NA,2023-06-20 17:45:00,2024-07-31 15:15:00,NA,NA,NA,"VR2W",69,121990,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"483","HAM-079","HAM","79",2,NA,NA,43.27447,-79.88546,NA,NA,2023-06-23 18:08:00,2024-06-26 13:02:00,4.8,NA,NA,"VR2AR",69,547996,"Generation-2",NA,NA,NA,"No","HAMLO","No"
"484","HAM-003","HAM","3",11,NA,NA,43.29504,-79.79685,NA,NA,2023-07-10 14:44:00,2024-06-13 13:00:00,2.2,NA,NA,"VR2AR",69,547993,"Generation-2",NA,NA,NA,"No","HAMLO","No"
"485","HAM-021","HAM","21",10,NA,NA,43.28578,-79.82647,NA,NA,2023-07-10 15:10:00,2024-06-13 14:00:00,16.9,NA,NA,"VR2AR",69,549115,"Generation-2",NA,NA,NA,"No","HAMLO","No"
"486","HAM-085","HAM","85",1,NA,NA,43.27843,-79.8619,NA,NA,2023-07-10 15:23:00,2024-06-13 16:00:00,10,NA,NA,"VR2AR",69,552977,"Generation-2",NA,NA,NA,"No","HAMLO","No"
"487","HAM-005","HAM","5",10,NA,NA,43.28102,-79.86579,NA,NA,2023-07-10 15:35:00,2024-06-13 15:03:00,13.6,NA,NA,"VR2AR",69,549114,"Generation-2",NA,NA,NA,"No","HAMLO","No"
"488","HAM-077","HAM","77",2,NA,NA,43.28064,-79.8693,NA,NA,2023-07-10 15:45:00,2024-06-13 16:27:00,13,NA,NA,"VR2AR",69,549107,"Generation-2",NA,NA,NA,"No","HAMLO","No"
"489","HAM-078","HAM","78",2,NA,NA,43.27774,-79.87807,NA,NA,2023-07-10 16:05:00,2024-06-26 14:38:00,10.1,NA,NA,"VR2AR",69,549109,"Generation-2",NA,NA,NA,"No","HAMLO","No"
"490","HAM-072","HAM","72",2,NA,NA,43.27815,-79.88745,NA,NA,2023-07-10 16:18:00,2024-06-13 17:30:00,4.3,NA,NA,"VR2AR",69,548254,"Generation-2",NA,NA,NA,"No","HAMLO","No"
"491","HAM-073","HAM","73",2,NA,NA,43.28003,-79.88284,NA,NA,2023-07-10 16:30:00,2024-06-13 17:20:00,6,NA,NA,"VR2AR",69,548276,"Generation-2",NA,NA,NA,"No","HAMLO","No"
"492","HAM-074","HAM","74",2,NA,NA,43.28268,-79.87783,NA,NA,2023-07-10 16:42:00,2024-06-13 17:09:00,9.4,NA,NA,"VR2AR",69,548262,"Generation-2",NA,NA,NA,"No","HAMLO","No"
"493","HAM-076","HAM","76",2,NA,NA,43.28368,-79.87139,NA,NA,2023-07-10 16:54:00,2024-06-13 16:40:00,12.8,NA,NA,"VR2AR",69,548241,"Generation-2",NA,NA,NA,"No","HAMLO","No"
"494","HAM-075","HAM","75",2,NA,NA,43.28577,-79.8707,NA,NA,2023-07-10 17:03:00,2024-06-27 19:33:00,4.4,NA,NA,"VR2AR",69,548253,"Generation-2",NA,NA,NA,"No","HAMLO","No"
"495","HAM-025","HAM","25",11,NA,NA,43.30969,-79.81158,NA,NA,2023-07-11 12:51:00,2024-06-12 13:49:00,5,NA,NA,"VR2AR",69,548251,"Generation-2",NA,NA,NA,"No","HAMLO","No"
"496","HAM-015","HAM","15",11,NA,NA,43.29365,-79.85536,NA,NA,2023-07-11 13:22:00,2024-06-13 14:25:00,6.6,NA,NA,"VR2AR",69,548265,"Generation-2",NA,NA,NA,"No","HAMLO","No"
"497","HAM-023","HAM","23",12,NA,NA,43.28569,-79.86764,NA,NA,2023-07-11 13:46:00,2024-06-13 14:45:00,10.2,NA,NA,"VR2AR",69,548282,"Generation-2",NA,NA,NA,"No","HAMLO","No"
"498","HAM-017","HAM","17",11,NA,NA,43.29468,-79.8297,NA,NA,2023-07-11 14:30:00,2024-06-13 14:17:00,19.5,NA,NA,"VR2AR",69,548706,"Generation-2",NA,NA,NA,"No","HAMLO","No"
"499","HAM-080","HAM","80",1,NA,NA,43.27191,-79.88202,NA,NA,2023-07-11 14:45:00,NA,4.3,NA,NA,"VR2AR",69,552980,NA,"code map not available (receiver currently deployed)",NA,NA,"No","HAMLO","No"
"500","HAM-081","HAM","81",1,NA,NA,43.2712,-79.87804,NA,NA,2023-07-11 14:50:00,2024-06-26 13:20:00,3.3,NA,NA,"VR2AR",69,552979,"Generation-2",NA,NA,NA,"No","HAMLO","No"
"501","HAM-082","HAM","82",1,NA,NA,43.27184,-79.87547,NA,NA,2023-07-11 14:53:00,2024-06-26 13:40:00,4.7,NA,NA,"VR2AR",69,552971,"Generation-2",NA,NA,NA,"No","HAMLO","No"
"502","HAM-022","HAM","22",12,NA,NA,43.30235,-79.79037,NA,NA,2023-08-14 19:52:00,2024-06-26 18:50:00,5.6,NA,NA,"VR2AR",69,548631,"Generation-2",NA,NA,NA,"No","HAMLO","No"
"503","HAM-058","HAM","58",7,NA,NA,43.31292,-79.8061,NA,NA,2023-08-16 13:50:00,2024-08-08 19:15:00,NA,NA,NA,"VR2W",69,124717,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"504","HAM-046","HAM","46",9,NA,NA,43.30771,-79.82588,NA,NA,2023-08-16 14:20:00,2024-08-23 16:30:00,NA,NA,NA,"VR2W",69,132997,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"505","HAM-034","HAM","34",12,NA,NA,43.27142,-79.80812,NA,NA,2023-08-16 15:25:00,2024-08-08 15:20:00,NA,NA,NA,"VR2W",69,121993,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"506","HAM-041","HAM","41",10,NA,NA,43.2767,-79.83893,NA,NA,2023-08-16 15:50:00,2024-08-23 15:30:00,NA,NA,NA,"VR2W",69,133001,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"507","HAM-047","HAM","47",8,NA,NA,43.30267,-79.83991,NA,NA,2023-08-16 17:27:00,2024-08-23 16:11:00,NA,NA,NA,"VR2W",69,121988,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"508","HAM-063","HAM","63",6,NA,NA,43.2822,-79.88451,NA,NA,2023-08-16 18:18:00,2024-08-23 14:26:00,NA,NA,NA,"VR2W",69,127827,"MAP-115","error 1 initialization occurred between deploy and recover",NA,NA,"No","HAMLO","No"
"509","HAM-043","HAM","43",8,NA,NA,43.27957,-79.8915,NA,NA,2023-08-16 19:06:00,2024-08-27 14:51:00,NA,NA,NA,"VR2W",69,121999,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"510","HAM-071","HAM","71",1,NA,NA,43.28121,-79.88821,NA,NA,2023-08-16 19:28:00,2024-06-13 17:57:00,NA,NA,NA,"VR2AR",69,549116,"Generation-2",NA,NA,NA,"No","HAMLO","No"
"511","HAM-070","HAM","70",1,NA,NA,43.28605,-79.88826,NA,NA,2023-08-16 19:38:00,2024-08-23 15:07:00,NA,NA,NA,"VR2W",69,481800,"Generation-2",NA,NA,NA,"Yes","HAMLO","No"
"512","HAM-013","HAM","13",11,NA,NA,43.29691,-79.80157,NA,NA,2023-08-22 19:30:00,2024-08-08 16:23:00,NA,NA,NA,"VR2W",69,131525,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"513","HAM-045","HAM","45",7,NA,NA,43.3046,-79.80238,NA,NA,2023-09-14 15:35:00,NA,NA,NA,NA,"VR2W",69,127829,NA,"code map not available (receiver currently deployed)",NA,NA,"No","HAMLO","No"
"514","HAM-084","HAM","84",1,NA,NA,43.27551,-79.87173,NA,NA,2023-09-14 15:53:00,2024-06-26 14:14:00,NA,NA,NA,"VR2AR",69,548274,"Generation-2",NA,NA,NA,"No","HAMLO","No"
"515","HAM-083","HAM","83",1,NA,NA,43.27432,-79.87759,NA,NA,2023-09-14 15:56:00,2024-06-27 20:00:00,NA,NA,NA,"VR2AR",69,552974,"Generation-2",NA,NA,NA,"No","HAMLO","No"
"516","HAM-036","HAM","36",12,NA,NA,43.27139,-79.8695,NA,NA,2023-09-14 16:22:00,2024-09-03 19:05:00,NA,NA,NA,"VR2W",69,131493,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"517","HAM-051","HAM","51",8,NA,NA,43.26976,-79.87317,NA,NA,2023-09-14 16:50:00,2024-07-31 17:20:00,NA,NA,NA,"VR2W",69,121991,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"518","HAM-011","HAM","11",9,NA,NA,43.2773,-79.8669,NA,NA,2023-09-14 17:32:00,2024-07-31 13:55:00,NA,NA,NA,"VR2W",69,119711,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"519","HAM-052","HAM","52",10,NA,NA,43.27438,-79.86617,NA,NA,2023-09-14 18:09:00,2024-07-31 16:10:00,NA,NA,NA,"VR2W",69,127837,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"520","HAM-053","HAM","53",9,NA,NA,43.2759,-79.86333,NA,NA,2023-09-14 18:45:00,2024-07-31 14:45:00,NA,NA,NA,"VR2W",69,133111,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"521","HAM-055","HAM","55",9,NA,NA,43.27455,-79.8649,NA,NA,2023-09-14 19:13:00,2024-07-31 16:00:00,NA,NA,NA,"VR2W",69,119690,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"522","HAM-032","HAM","32",11,NA,NA,43.27973,-79.89347,NA,NA,2023-10-06 17:25:00,2024-10-31 12:52:00,NA,NA,NA,"VR2W",69,131523,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"523","HAM-030","HAM","30",10,NA,NA,43.27192,-79.92519,NA,NA,2023-10-06 18:25:00,2024-10-31 14:30:00,NA,NA,NA,"VR2W",69,127828,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"524","HAM-035","HAM","35",8,NA,NA,43.26228,-79.77238,NA,NA,2023-10-06 19:35:00,2024-09-03 18:30:00,NA,NA,NA,"VR2W",69,137956,"Generation-2",NA,NA,NA,"No","HAMLO","No"
"525","HAM-001","HAM","1",11,NA,NA,43.30528,-79.82083,NA,NA,2023-12-01 15:45:00,2024-12-02 17:46:00,11,NA,NA,"VR2W",69,127832,"Generation-2",NA,NA,NA,"No","HAMLO","No"
"526","HAM-027","HAM","27",11,NA,NA,43.27861,-79.87556,NA,NA,2023-12-01 16:25:00,2024-12-02 16:30:00,10,NA,NA,"VR2W",69,124715,"Generation-2",NA,NA,NA,"No","HAMLO","No"
"527","HAM-004","HAM","4",10,NA,NA,43.28667,-79.84556,NA,NA,2023-12-01 17:35:00,2024-11-18 15:24:00,23,NA,NA,"VR2W",69,131524,"Generation-2",NA,NA,NA,"No","HAMLO","No"
"528","HAM-002","HAM","2",11,NA,NA,43.28528,-79.79556,NA,NA,2023-12-01 18:15:00,2024-12-02 15:38:00,22.4,NA,NA,"VR2W",69,127833,"Generation-2",NA,NA,NA,"No","HAMLO","No"
"529","HAM-007","HAM","7",11,NA,NA,43.30145,-79.83985,NA,NA,2023-12-05 15:00:00,2024-12-03 16:30:00,8.8,NA,NA,"VR2W",69,126879,"Generation-2",NA,NA,NA,"No","HAMLO","No"
"530","HAM-028","HAM","28",11,NA,NA,43.27508,-79.88077,NA,NA,2023-12-05 15:45:00,2024-12-03 15:55:00,8,NA,NA,"VR2W",69,126878,"Generation-2",NA,NA,NA,"No","HAMLO","No"
"531","HAM-037","HAM","37",8,NA,NA,43.27886,-79.88536,NA,NA,2023-12-05 16:15:00,NA,4.9,NA,NA,"VR2W",69,119693,NA,"code map not available (receiver currently deployed)",NA,NA,"No","HAMLO","No"
"532","HAM-029","HAM","29",11,NA,NA,43.28936,-79.88731,NA,NA,2023-12-20 18:25:00,2024-03-07 17:30:00,1,NA,NA,"VR2W",69,132818,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"533","HAM-033","HAM","33",9,NA,NA,43.29215,-79.88395,NA,NA,2023-12-20 18:55:00,2024-03-07 18:40:00,NA,NA,NA,"VR2W-Tx",69,487629,"Generation-2",NA,NA,NA,"No","HAMLO","No"
"534","HAM-067","HAM","67",6,NA,NA,43.29417,-79.87926,NA,NA,2024-03-07 16:18:00,2024-08-26 16:40:00,0.7,NA,NA,"VR2W",69,132999,"Generation-2",NA,NA,NA,"Yes","HAMLO","No"
"535","HAM-059","HAM","59",5,NA,NA,43.29498,-79.87552,NA,NA,2024-03-07 16:49:00,2024-08-26 17:38:00,0.6,NA,NA,"VR2W",69,127843,"Generation-2",NA,NA,NA,"Yes","HAMLO","No"
"536","HAM-066","HAM","66",5,NA,NA,43.29283,-79.88119,NA,NA,2024-03-07 17:20:00,2024-08-26 16:30:00,0.2,NA,NA,"VR2W",69,133002,"Generation-2",NA,NA,NA,"Yes","HAMLO","No"
"537","HAM-061","HAM","61",5,NA,NA,43.29,-79.88234,NA,NA,2024-03-07 18:18:00,2024-08-22 16:11:00,0.55,NA,NA,"VR2W",69,127847,"Generation-2",NA,NA,NA,"Yes","HAMLO","No"
"538","HAM-033","HAM","33",10,NA,NA,43.29215,-79.88395,NA,NA,2024-03-07 18:45:00,2024-08-22 15:25:00,0.7,NA,NA,"VR2W-Tx",69,487630,"Generation-2",NA,NA,NA,"No","HAMLO","No"
"539","HAM-087","HAM","87",1,NA,NA,43.29413,-79.88175,NA,NA,2024-03-07 18:55:00,2024-08-26 17:10:00,0.5,NA,NA,"VR2W-Tx",69,487623,"Generation-2",NA,NA,NA,"Yes","HAMLO","No"
"540","HAM-062","HAM","62",5,NA,NA,43.29042,-79.88627,NA,NA,2024-03-07 19:14:00,2024-11-18 05:00:00,0.85,NA,NA,"VR2W",69,107321,"Generation-2",NA,NA,NA,"Yes","HAMLO","No"
"541","HAM-068","HAM","68",3,NA,NA,43.28972,-79.88528,NA,NA,2024-03-07 19:28:00,2024-08-22 14:12:00,0.6,NA,NA,"VR2W",69,119662,"Generation-2",NA,NA,NA,"Yes","HAMLO","No"
"542","HAM-029","HAM","29",12,NA,NA,43.28936,-79.88731,NA,NA,2024-03-07 21:30:00,2024-08-22 13:37:00,1,NA,NA,"VR2W",69,481683,"Generation-2",NA,NA,NA,"No","HAMLO","No"
"543","HAM-095","HAM","95",1,NA,NA,43.27225,-79.90253,NA,NA,2024-03-13 14:24:00,2024-09-04 14:13:00,0.73,NA,NA,"VR2W",69,127839,"Generation-2",NA,NA,NA,"Yes","HAMLO","No"
"544","HAM-094","HAM","94",1,NA,NA,43.27214,-79.91265,NA,NA,2024-03-13 14:43:00,2024-09-04 14:23:00,0.55,NA,NA,"VR2W",69,121998,"Generation-2",NA,NA,NA,"Yes","HAMLO","No"
"545","HAM-093","HAM","93",1,NA,NA,43.2771,-79.91317,NA,NA,2024-03-13 15:20:00,2024-08-28 14:30:00,0.63,NA,NA,"VR2W-Tx",69,481797,"Generation-2",NA,NA,NA,"Yes","HAMLO","No"
"546","HAM-090","HAM","90",1,NA,NA,43.27361,-79.92039,NA,NA,2024-03-13 15:48:00,2024-08-28 14:40:00,0.88,NA,NA,"VR2W",69,137954,"Generation-2",NA,NA,NA,"Yes","HAMLO","No"
"547","HAM-088","HAM","88",1,NA,NA,43.27514,-79.92065,NA,NA,2024-03-13 16:24:00,2024-08-28 17:00:00,0.75,NA,NA,"VR2W",69,137957,"Generation-2",NA,NA,NA,"Yes","HAMLO","No"
"548","HAM-091","HAM","91",1,NA,NA,43.27248,-79.92561,NA,NA,2024-03-13 16:45:00,2024-08-07 15:00:00,0.54,NA,NA,"VR2W",69,119681,"Generation-2",NA,NA,NA,"Yes","HAMLO","No"
"549","HAM-092","HAM","92",1,NA,NA,43.27319,-79.92641,NA,NA,2024-03-13 17:15:00,2024-08-07 15:10:00,1,NA,NA,"VR2W",69,127840,"Generation-2",NA,NA,NA,"Yes","HAMLO","No"
"550","HAM-089","HAM","89",1,NA,NA,43.26792,-79.92775,NA,NA,2024-03-13 18:14:00,2024-08-28 16:20:00,0.9,NA,NA,"VR2W",69,132820,"Generation-2",NA,NA,NA,"Yes","HAMLO","No"
"551","HAM-044","HAM","44",7,NA,NA,43.27725,-79.90494,NA,NA,2024-03-13 18:47:00,2024-09-04 14:19:00,0.41,NA,NA,"VR2W-Tx",69,481801,"Generation-2",NA,NA,NA,"Yes","HAMLO","No"
"552","HAM-042","HAM","42",8,NA,NA,43.26864,-79.93536,NA,NA,2024-03-27 14:33:00,2024-10-31 13:46:00,1.1,NA,NA,"VR2W",69,127850,"Generation-2","error 1 initialization occurred between deploy and recover",NA,NA,"No","HAMLO","No"
"553","HAM-098","HAM","98",1,NA,NA,43.27531,-79.89396,NA,NA,2024-03-27 16:11:00,2024-09-04 14:05:00,0.65,NA,NA,"VR2W-Tx",69,487637,"Generation-2",NA,NA,NA,"Yes","HAMLO","No"
"554","HAM-099","HAM","99",1,NA,NA,43.28157,-79.88982,NA,NA,2024-04-05 15:00:00,2024-08-27 14:30:00,NA,NA,NA,"VR2W-Tx",69,481722,"Generation-2",NA,NA,NA,"Yes","HAMLO","No"
"555","HAM-025","HAM","25",12,NA,NA,43.30969,-79.81158,NA,NA,2024-06-12 13:59:00,NA,5.1,NA,NA,"VR2AR",69,552978,NA,"code map not available (receiver currently deployed)",NA,NA,"No","HAMLO","No"
"556","HAM-003","HAM","3",12,NA,NA,43.29504,-79.79685,NA,NA,2024-06-13 13:36:00,NA,15.6,NA,NA,"VR2AR",69,549102,NA,"code map not available (receiver currently deployed)",NA,NA,"No","HAMLO","No"
"557","HAM-021","HAM","21",11,NA,NA,43.28578,-79.82647,NA,NA,2024-06-13 14:10:00,NA,15,NA,NA,"VR2AR",69,552973,NA,"code map not available (receiver currently deployed)",NA,NA,"No","HAMLO","No"
"558","HAM-017","HAM","17",12,NA,NA,43.29468,-79.8297,NA,NA,2024-06-13 14:19:00,NA,7,NA,NA,"VR2AR",69,549115,NA,"code map not available (receiver currently deployed)",NA,NA,"No","HAMLO","No"
"559","HAM-015","HAM","15",12,NA,NA,43.29365,-79.85536,NA,NA,2024-06-13 14:34:00,NA,7,NA,NA,"VR2AR",69,548706,NA,"code map not available (receiver currently deployed)",NA,NA,"No","HAMLO","No"
"560","HAM-023","HAM","23",13,NA,NA,43.28569,-79.86764,NA,NA,2024-06-13 14:50:00,NA,6.7,NA,NA,"VR2AR",69,548265,NA,"code map not available (receiver currently deployed)",NA,NA,"No","HAMLO","No"
"561","HAM-005","HAM","5",11,NA,NA,43.28102,-79.86579,NA,NA,2024-06-13 15:06:00,NA,13.8,NA,NA,"VR2AR",69,548282,NA,"code map not available (receiver currently deployed)",NA,NA,"No","HAMLO","No"
"562","HAM-085","HAM","85",2,NA,NA,43.27843,-79.8619,NA,NA,2024-06-13 16:05:00,NA,9.8,NA,NA,"VR2AR",69,549114,NA,"code map not available (receiver currently deployed)",NA,NA,"No","HAMLO","No"
"563","HAM-077","HAM","77",3,NA,NA,43.28064,-79.8693,NA,NA,2024-06-13 16:33:00,NA,12.7,NA,NA,"VR2AR",69,552977,NA,"code map not available (receiver currently deployed)",NA,NA,"No","HAMLO","No"
"564","HAM-076","HAM","76",3,NA,NA,43.28368,-79.87139,NA,NA,2024-06-13 16:50:00,NA,12.9,NA,NA,"VR2AR",69,549107,NA,"code map not available (receiver currently deployed)",NA,NA,"No","HAMLO","No"
"565","HAM-074","HAM","74",3,NA,NA,43.28268,-79.87783,NA,NA,2024-06-13 17:12:00,NA,9.4,NA,NA,"VR2AR",69,548241,NA,"code map not available (receiver currently deployed)",NA,NA,"No","HAMLO","No"
"566","HAM-073","HAM","73",3,NA,NA,43.28003,-79.88284,NA,NA,2024-06-13 17:28:00,NA,3.8,NA,NA,"VR2AR",69,548262,NA,"code map not available (receiver currently deployed)",NA,NA,"No","HAMLO","No"
"567","HAM-072","HAM","72",3,NA,NA,43.27815,-79.88745,NA,NA,2024-06-13 17:48:00,NA,4.3,NA,NA,"VR2AR",69,548276,NA,"code map not available (receiver currently deployed)",NA,NA,"No","HAMLO","No"
"568","HAM-079","HAM","79",3,NA,NA,43.27447,-79.88546,NA,NA,2024-06-26 13:13:00,NA,4,NA,NA,"VR2AR",69,552976,NA,"code map not available (receiver currently deployed)",NA,NA,"No","HAMLO","No"
"569","HAM-081","HAM","81",2,NA,NA,43.2712,-79.87804,NA,NA,2024-06-26 13:44:00,NA,3.1,NA,NA,"VR2AR",69,547996,NA,"code map not available (receiver currently deployed)",NA,NA,"No","HAMLO","No"
"570","HAM-082","HAM","82",2,NA,NA,43.27184,-79.87547,NA,NA,2024-06-26 14:10:00,NA,3.9,NA,NA,"VR2AR",69,552979,NA,"code map not available (receiver currently deployed)",NA,NA,"No","HAMLO","No"
"571","HAM-078","HAM","78",3,NA,NA,43.27774,-79.87807,NA,NA,2024-06-26 14:47:00,NA,9.7,NA,NA,"VR2AR",69,548274,NA,"code map not available (receiver currently deployed)",NA,NA,"No","HAMLO","No"
"572","HAM-022","HAM","22",13,NA,NA,43.30235,-79.79037,NA,NA,2024-06-26 18:53:00,NA,6,NA,NA,"VR2AR",69,548275,NA,"code map not available (receiver currently deployed)",NA,NA,"No","HAMLO","No"
"573","HAM-075","HAM","75",3,NA,NA,43.28577,-79.8707,NA,NA,2024-06-27 19:36:00,NA,4.2,NA,NA,"VR2AR",69,548243,NA,"code map not available (receiver currently deployed)",NA,NA,"No","HAMLO","No"
"574","HAM-084","HAM","84",2,NA,NA,43.27551,-79.87173,NA,NA,2024-06-27 19:38:00,NA,9.4,NA,NA,"VR2AR",69,548253,NA,"code map not available (receiver currently deployed)",NA,NA,"No","HAMLO","No"
"575","HAM-083","HAM","83",2,NA,NA,43.27432,-79.87759,NA,NA,2024-06-27 20:08:00,NA,8.1,NA,NA,"VR2AR",69,552971,NA,"code map not available (receiver currently deployed)",NA,NA,"No","HAMLO","No"
"576","HAM-080","HAM","80",2,NA,NA,43.27191,-79.88202,NA,NA,2024-06-27 20:15:00,NA,4.6,NA,NA,"VR2AR",69,552974,NA,"code map not available (receiver currently deployed)",NA,NA,"No","HAMLO","No"
"577","HAM-071","HAM","71",2,NA,NA,43.28126,-79.88805,NA,NA,2024-07-04 15:22:00,NA,1.5,NA,NA,"VR2AR",69,547993,NA,"code map not available (receiver currently deployed)",NA,NA,"No","HAMLO","No"
"578","HAM-011","HAM","11",10,NA,NA,43.2773,-79.8669,NA,NA,2024-07-31 13:58:00,NA,NA,NA,NA,"VR2W",69,119711,NA,"code map not available (receiver currently deployed)",NA,NA,"No","HAMLO","No"
"579","HAM-053","HAM","53",10,NA,NA,43.2759,-79.86333,NA,NA,2024-07-31 14:48:00,NA,NA,NA,NA,"VR2W",69,133111,NA,"code map not available (receiver currently deployed)",NA,NA,"No","HAMLO","No"
"580","HAM-057","HAM","57",8,NA,NA,43.275,-79.8607,NA,NA,2024-07-31 15:17:00,NA,NA,NA,NA,"VR2W",69,121990,NA,"code map not available (receiver currently deployed)",NA,NA,"No","HAMLO","No"
"581","HAM-052","HAM","52",11,NA,NA,43.27438,-79.86617,NA,NA,2024-07-31 16:10:00,NA,NA,NA,NA,"VR2W",69,127837,NA,"code map not available (receiver currently deployed)",NA,NA,"No","HAMLO","No"
"582","HAM-051","HAM","51",9,NA,NA,43.26976,-79.87317,NA,NA,2024-07-31 17:22:00,NA,NA,NA,NA,"VR2W",69,121991,NA,"code map not available (receiver currently deployed)",NA,NA,"No","HAMLO","No"
"583","HAM-091","HAM","91",2,NA,NA,43.27248,-79.92561,NA,NA,2024-08-07 15:10:00,2024-08-28 12:00:00,0.54,NA,NA,"VR2W",69,119681,"Generation-2",NA,NA,NA,"Yes","HAMLO","No"
"584","HAM-092","HAM","92",2,NA,NA,43.27319,-79.92641,NA,NA,2024-08-07 15:20:00,2024-08-28 12:00:00,1,NA,NA,"VR2W",69,127840,"Generation-2",NA,NA,NA,"Yes","HAMLO","No"
"585","HAM-097","HAM","97",1,NA,NA,43.26556,-79.93984,NA,NA,2024-08-07 19:00:00,2024-11-15 18:00:00,1.5,NA,NA,"VR2W",69,119690,"Generation-2",NA,NA,NA,"Yes","HAMLO","No"
"586","HAM-034","HAM","34",13,NA,NA,43.27142,-79.80812,NA,NA,2024-08-08 15:40:00,NA,NA,NA,NA,"VR2W",69,121993,NA,"code map not available (receiver currently deployed)",NA,NA,"No","HAMLO","No"
"587","HAM-013","HAM","13",12,NA,NA,43.29691,-79.80157,NA,NA,2024-08-08 17:00:00,NA,NA,NA,NA,"VR2W",69,131525,NA,"code map not available (receiver currently deployed)",NA,NA,"No","HAMLO","No"
