"","station","glatos_array","station_no","consecutive_deploy_no","intend_lat","intend_long","deploy_lat","deploy_long","recover_lat","recover_long","deploy_date_time","recover_date_time","bottom_depth","riser_length","instrument_depth","ins_model_no","glatos_ins_frequency","ins_serial_no","code_map","code_map_comment","deployed_by","comments","glatos_seasonal","glatos_project","glatos_vps"
"231","HAM-018","HAM","18",7,NA,NA,43.27268,-79.87797,NA,NA,2018-11-14 16:20:00,2019-05-07 13:00:00,5.3,NA,NA,"VR2W",69,127840,"MAP-113",NA,NA,NA,"No","HAMLO","No"
"232","HAM-039","HAM","39",4,NA,NA,43.28176,-79.85182,NA,NA,2018-11-14 18:30:00,2019-05-14 14:00:00,NA,NA,NA,"VR2W",69,131524,"MAP-113","error 1 initialization occurred between deploy and recover",NA,NA,"No","HAMLO","No"
"233","HAM-046","HAM","46",3,NA,NA,43.30771,-79.82588,NA,NA,2018-11-15 15:42:00,2019-05-29 17:00:00,NA,NA,NA,"VR2W",69,133002,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"234","HAM-045","HAM","45",1,NA,NA,43.3046,-79.80238,NA,NA,2018-11-15 15:57:00,2019-05-29 17:50:00,NA,NA,NA,"VR2W",69,121991,"MAP-113",NA,NA,NA,"No","HAMLO","No"
"235","HAM-022","HAM","22",7,NA,NA,43.30178,-79.79097,NA,NA,2018-11-19 16:30:00,2019-05-16 19:05:00,NA,NA,NA,"VR2W",69,127842,"MAP-113",NA,NA,NA,"No","HAMLO","No"
"236","HAM-019","HAM","19",7,NA,NA,43.27804,-79.85201,NA,NA,2018-11-19 17:00:00,2019-05-07 15:15:00,18,NA,NA,"VR2W",69,127847,"MAP-113",NA,NA,NA,"No","HAMLO","No"
"237","HAM-014","HAM","14",6,NA,NA,43.2852,-79.87524,NA,NA,2018-11-20 15:00:00,2019-05-16 17:05:00,6.7,NA,NA,"VR2W",69,119675,"MAP-113","error 1 initialization occurred between deploy and recover",NA,NA,"No","HAMLO","No"
"238","HAM-037","HAM","37",4,NA,NA,43.27925,-79.88519,NA,NA,2018-11-20 15:00:00,2019-05-17 14:10:00,4.3,NA,NA,"VR2W",69,119693,"MAP-113","error 1 initialization occurred between deploy and recover",NA,NA,"No","HAMLO","No"
"239","HAM-021","HAM","21",7,NA,NA,43.28511,-79.82642,NA,NA,2018-11-20 15:45:00,2019-05-07 16:20:00,17,NA,NA,"VR2W",69,127841,"MAP-113",NA,NA,NA,"No","HAMLO","No"
"240","HAM-023","HAM","23",7,NA,NA,43.28561,-79.8676,NA,NA,2018-11-21 14:27:00,2019-05-14 16:30:00,NA,NA,NA,"VR2W",69,127834,"MAP-113",NA,NA,NA,"No","HAMLO","No"
"241","HAM-003","HAM","3",7,NA,NA,43.29454,-79.80057,NA,NA,2018-11-23 21:00:00,2019-05-08 18:20:00,NA,NA,NA,"VR2W",69,127836,"MAP-113",NA,NA,NA,"No","HAMLO","No"
"242","HAM-032","HAM","32",5,NA,NA,43.27978,-79.89359,NA,NA,2018-12-06 16:46:00,2019-05-27 14:34:00,2.3,NA,NA,"VR2W",69,127844,"MAP-113",NA,NA,NA,"No","HAMLO","No"
"243","HAM-042","HAM","42",2,NA,NA,43.26877,-79.9348,NA,NA,2018-12-06 17:36:00,2019-06-28 14:05:00,1.8,NA,NA,"VR2W",69,133001,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"244","HAM-035","HAM","35",4,NA,NA,43.26228,-79.77238,NA,NA,2019-03-12 21:30:00,2020-07-03 21:40:00,NA,NA,NA,"VR2W",69,131522,"MAP-113",NA,NA,NA,"No","HAMLO","No"
"245","HAM-033","HAM","33",4,NA,NA,43.29214,-79.88402,NA,NA,2019-03-19 13:55:00,2019-05-31 15:00:00,NA,NA,NA,"VR2W",69,129324,"MAP-113",NA,NA,NA,"No","HAMLO","No"
"246","HAM-029","HAM","29",6,NA,NA,43.28943,-79.88736,NA,NA,2019-03-19 14:15:00,2019-05-31 16:35:00,NA,NA,NA,"VR2W",69,119694,"MAP-113",NA,NA,NA,"No","HAMLO","No"
"247","HAM-058","HAM","58",1,NA,NA,43.31292,-79.8061,NA,NA,2019-03-26 17:44:00,2019-05-29 17:30:00,1,NA,NA,"VR2W",69,119690,"MAP-113",NA,NA,NA,"No","HAMLO","No"
"248","HAM-030","HAM","30",4,NA,NA,43.27192,-79.92519,NA,NA,2019-03-29 14:48:00,2019-05-27 14:00:00,NA,NA,NA,"VR2W",69,121999,"MAP-113",NA,NA,NA,"No","HAMLO","No"
"249","HAM-062","HAM","62",1,NA,NA,43.28993,-79.8872,NA,NA,2019-04-01 15:03:00,2019-05-31 16:15:00,NA,NA,NA,"VR2W",69,132817,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"250","HAM-060","HAM","60",1,NA,NA,43.29,-79.88554,NA,NA,2019-04-01 15:31:00,2019-05-31 13:45:00,NA,NA,NA,"VR2W",69,121997,"MAP-113",NA,NA,NA,"No","HAMLO","No"
"251","HAM-061","HAM","61",1,NA,NA,43.28888,-79.88264,NA,NA,2019-04-01 15:55:00,2019-05-31 15:20:00,NA,NA,NA,"VR2W",69,121996,"MAP-113",NA,NA,NA,"No","HAMLO","No"
"252","HAM-066","HAM","66",1,NA,NA,43.29314,-79.88144,NA,NA,2019-04-02 14:15:00,2019-05-28 14:35:00,NA,NA,NA,"VR2W",69,132816,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"253","HAM-067","HAM","67",1,NA,NA,43.29392,-79.87903,NA,NA,2019-04-02 14:30:00,2019-05-27 16:13:00,NA,NA,NA,"VR2W",69,121988,"MAP-113",NA,NA,NA,"No","HAMLO","No"
"254","HAM-059","HAM","59",1,NA,NA,43.29504,-79.87446,NA,NA,2019-04-02 15:08:00,2019-05-31 13:50:00,NA,NA,NA,"VR2W",69,119662,"MAP-113",NA,NA,NA,"Yes","HAMLO","No"
"255","HAM-064","HAM","64",1,NA,NA,43.29177,-79.88845,NA,NA,2019-04-02 18:52:00,2019-05-31 17:50:00,NA,NA,NA,"VR2W",69,132822,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"256","HAM-063","HAM","63",1,NA,NA,43.2822,-79.88451,NA,NA,2019-04-04 15:00:00,2019-05-31 17:10:00,NA,NA,NA,"VR2W",69,119660,"MAP-113",NA,NA,NA,"No","HAMLO","No"
"257","HAM-031","HAM","31",4,NA,NA,43.27322,-79.90127,NA,NA,2019-04-10 17:45:00,2019-06-28 15:00:00,1,NA,NA,"VR2W",69,127831,"MAP-113",NA,NA,NA,"Yes","HAMLO","No"
"258","HAM-044","HAM","44",2,NA,NA,43.27541,-79.90526,NA,NA,2019-04-10 17:55:00,2019-06-28 13:25:00,0.9,NA,NA,"VR2W",69,132999,"MAP-114",NA,NA,NA,"Yes","HAMLO","No"
"259","HAM-065","HAM","65",1,NA,NA,43.26973,-79.91906,NA,NA,2019-04-11 15:21:00,2019-06-28 14:55:00,0.7,NA,NA,"VR2W",69,124717,"MAP-113",NA,NA,NA,"No","HAMLO","No"
"260","HAM-002","HAM","2",8,NA,NA,43.28583,-79.79694,NA,NA,2019-04-17 16:00:00,2021-06-20 04:00:00,NA,NA,NA,"VR2W",69,127833,"MAP-113",NA,NA,NA,"No","HAMLO","No"
"261","HAM-027","HAM","27",8,NA,NA,43.27893,-79.8743,NA,NA,2019-04-17 16:00:00,2021-05-25 03:26:00,13,NA,NA,"VR2W",69,127829,"MAP-113",NA,NA,NA,"No","HAMLO","No"
"262","HAM-001","HAM","1",8,NA,NA,43.30667,-79.81833,NA,NA,2019-04-25 15:00:00,2021-06-22 04:00:00,NA,NA,NA,"VR2W",69,127832,"MAP-113",NA,NA,NA,"No","HAMLO","No"
"263","HAM-028","HAM","28",8,NA,NA,43.2757,-79.88255,NA,NA,2019-05-06 14:00:00,2021-07-19 04:00:00,9,NA,NA,"VR2W",69,126878,"MAP-113",NA,NA,NA,"No","HAMLO","No"
"264","HAM-018","HAM","18",8,NA,NA,43.27271,-79.87807,NA,NA,2019-05-07 14:00:00,2021-07-11 04:00:00,7,NA,NA,"VR2W",69,127840,"MAP-113","error 1 initialization occurred between deploy and recover",NA,NA,"No","HAMLO","No"
"265","HAM-041","HAM","41",5,NA,NA,43.2767,-79.83893,NA,NA,2019-05-07 16:00:00,2019-10-02 18:15:00,NA,NA,NA,"VR2W",69,131525,"MAP-113",NA,NA,NA,"No","HAMLO","No"
"266","HAM-019","HAM","19",8,NA,NA,43.27815,-79.85182,NA,NA,2019-05-07 16:15:00,2021-07-02 04:00:00,19,NA,NA,"VR2W",69,127847,"MAP-113",NA,NA,NA,"No","HAMLO","No"
"267","HAM-025","HAM","25",8,NA,NA,43.30964,-79.81165,NA,NA,2019-05-08 15:10:00,2021-07-16 04:00:00,6,NA,NA,"VR2W",69,127843,"MAP-113","error 1 initialization occurred between deploy and recover",NA,NA,"No","HAMLO","No"
"268","HAM-006","HAM","6",8,NA,NA,43.30668,-79.80838,NA,NA,2019-05-08 16:00:00,2021-07-17 04:00:00,9,NA,NA,"VR2W",69,127850,"MAP-113",NA,NA,NA,"No","HAMLO","No"
"269","HAM-007","HAM","7",8,NA,NA,43.30138,-79.83922,NA,NA,2019-05-08 17:00:00,2021-07-24 04:00:00,11,NA,NA,"VR2W",69,126879,"MAP-113","error 1 initialization occurred between deploy and recover",NA,NA,"No","HAMLO","No"
"270","HAM-003","HAM","3",8,NA,NA,43.29462,-79.80058,NA,NA,2019-05-08 18:35:00,2021-07-09 04:00:00,17,NA,NA,"VR2W",69,127836,"MAP-113","error 1 initialization occurred between deploy and recover",NA,NA,"No","HAMLO","No"
"271","HAM-057","HAM","57",4,NA,NA,43.27516,-79.86076,NA,NA,2019-05-09 16:15:00,2019-10-07 18:17:00,NA,NA,NA,"VR2W",69,133114,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"272","HAM-012","HAM","12",8,NA,NA,43.30048,-79.80591,NA,NA,2019-05-09 18:15:00,2020-06-29 21:05:00,NA,NA,NA,"VR2W",69,127839,"MAP-113",NA,NA,NA,"No","HAMLO","No"
"273","HAM-051","HAM","51",3,NA,NA,43.26976,-79.87317,NA,NA,2019-05-10 15:30:00,2019-09-30 18:16:00,3,NA,NA,"VR2W",69,127837,"MAP-113","error 1 initialization occurred between deploy and recover",NA,"Previously entered the wrong receiver number for this deployment","No","HAMLO","No"
"274","HAM-008","HAM","8",8,NA,NA,43.27494,-79.79289,NA,NA,2019-05-14 13:15:00,2021-08-13 04:00:00,8,NA,NA,"VR2W",69,126880,"MAP-113","error 1 initialization occurred between deploy and recover",NA,NA,"No","HAMLO","No"
"275","HAM-009","HAM","9",8,NA,NA,43.28036,-79.80383,NA,NA,2019-05-14 15:40:00,2020-07-02 16:30:00,14,NA,NA,"VR2W",69,127827,"MAP-113",NA,NA,NA,"No","HAMLO","No"
"276","HAM-013","HAM","13",7,NA,NA,43.29691,-79.80157,NA,NA,2019-05-14 17:30:00,2020-07-03 16:10:00,NA,NA,NA,"VR2W",69,119681,"MAP-113",NA,NA,NA,"No","HAMLO","No"
"277","HAM-015","HAM","15",8,NA,NA,43.29369,-79.85533,NA,NA,2019-05-14 17:31:00,2021-07-10 04:00:00,8,NA,NA,"VR2W",69,127828,"MAP-113",NA,NA,NA,"No","HAMLO","No"
"278","HAM-011","HAM","11",5,NA,NA,43.2773,-79.8669,NA,NA,2019-05-14 21:05:00,2020-06-30 15:50:00,NA,NA,NA,"VR2W",69,121986,"MAP-113",NA,NA,NA,"No","HAMLO","No"
"279","HAM-004","HAM","4",7,NA,NA,43.28695,-79.84572,NA,NA,2019-05-15 15:58:00,2021-07-29 04:00:00,24,NA,NA,"VR2W",69,131524,"MAP-113",NA,NA,NA,"No","HAMLO","No"
"280","HAM-017","HAM","17",7,NA,NA,43.29482,-79.82112,NA,NA,2019-05-15 17:10:00,2020-06-02 18:37:00,NA,NA,NA,"VR2AR",69,547992,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"281","HAM-010","HAM","10",5,NA,NA,43.26856,-79.7815,NA,NA,2019-05-16 13:40:00,2021-06-21 04:00:00,3,NA,NA,"VR2W",69,131523,"MAP-113",NA,NA,NA,"Yes","HAMLO","No"
"282","HAM-039","HAM","39",5,NA,NA,43.28176,-79.85158,NA,NA,2019-05-16 14:00:00,2020-06-02 19:20:00,NA,NA,NA,"VR2AR",69,547993,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"283","HAM-023","HAM","23",8,NA,NA,43.28569,-79.86764,NA,NA,2019-05-16 14:20:00,2020-12-14 22:00:00,10,NA,NA,"VR2AR",69,548282,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"284","HAM-022","HAM","22",8,NA,NA,43.30261,-79.7904,NA,NA,2019-05-16 16:40:00,2020-06-16 18:46:00,NA,NA,NA,"VR2AR",69,547988,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"285","HAM-014","HAM","14",7,NA,NA,43.2852,-79.87524,NA,NA,2019-05-16 18:05:00,2021-03-25 04:00:00,7,NA,NA,"VR2W",69,119675,"MAP-113","error 1 initialization occurred between deploy and recover",NA,NA,"No","HAMLO","No"
"286","HAM-037","HAM","37",5,NA,NA,43.27925,-79.88519,NA,NA,2019-05-17 14:45:00,2021-04-15 04:00:00,6,NA,NA,"VR2W",69,119693,"MAP-113",NA,NA,NA,"No","HAMLO","No"
"287","HAM-043","HAM","43",3,NA,NA,43.27957,-79.89146,NA,NA,2019-05-17 16:30:00,2019-09-30 17:27:00,NA,NA,NA,"VR2W",69,119706,"MAP-113",NA,NA,NA,"No","HAMLO","No"
"288","HAM-036","HAM","36",7,NA,NA,43.27139,-79.8695,NA,NA,2019-05-17 17:00:00,2019-10-09 16:26:00,NA,NA,NA,"VR2W",69,119711,"MAP-113",NA,NA,NA,"No","HAMLO","No"
"289","HAM-052","HAM","52",4,NA,NA,43.27438,-79.86617,NA,NA,2019-05-17 17:00:00,2019-05-22 22:55:00,NA,NA,NA,"VR2W",69,132818,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"290","HAM-053","HAM","53",4,NA,NA,43.2759,-79.86333,NA,NA,2019-05-21 14:18:00,2019-10-07 18:15:00,NA,NA,NA,"VR2W",69,133111,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"291","HAM-055","HAM","55",4,NA,NA,43.27455,-79.8649,NA,NA,2019-05-21 18:00:00,2019-10-07 19:23:00,NA,NA,NA,"VR2W",69,133112,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"292","HAM-056","HAM","56",4,NA,NA,43.27497,-79.8634,NA,NA,2019-05-21 20:00:00,2019-10-07 19:05:00,NA,NA,NA,"VR2W",69,133113,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"293","HAM-054","HAM","54",4,NA,NA,43.27454,-79.8622,NA,NA,2019-05-22 00:45:00,2019-10-07 20:00:00,NA,NA,NA,"VR2W",69,132998,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"294","HAM-052","HAM","52",5,NA,NA,43.27438,-79.86617,NA,NA,2019-05-22 22:55:00,2019-10-07 19:40:00,NA,NA,NA,"VR2W",69,132818,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"295","HAM-032","HAM","32",6,NA,NA,43.27973,-79.89347,NA,NA,2019-05-27 14:55:00,2019-08-28 17:16:00,2.3,NA,NA,"VR2W",69,127844,"MAP-113",NA,NA,NA,"No","HAMLO","No"
"296","HAM-030","HAM","30",5,NA,NA,43.27192,-79.92519,NA,NA,2019-05-27 15:00:00,2019-08-28 16:40:00,NA,NA,NA,"VR2W",69,121999,"MAP-113",NA,NA,NA,"No","HAMLO","No"
"297","HAM-067","HAM","67",2,NA,NA,43.29392,-79.87903,NA,NA,2019-05-27 16:22:00,2019-08-28 14:00:00,NA,NA,NA,"VR2W",69,121988,"MAP-113",NA,NA,NA,"No","HAMLO","No"
"298","HAM-066","HAM","66",2,NA,NA,43.29314,-79.88144,NA,NA,2019-05-28 14:55:00,2019-08-28 14:50:00,NA,NA,NA,"VR2W",69,132816,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"299","HAM-047","HAM","47",4,NA,NA,43.30267,-79.83991,NA,NA,2019-05-29 16:45:00,2019-09-30 17:02:00,NA,NA,NA,"VR2W",69,132820,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"300","HAM-046","HAM","46",4,NA,NA,43.30771,-79.82588,NA,NA,2019-05-29 17:30:00,2019-09-30 16:40:00,NA,NA,NA,"VR2W",69,133002,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"301","HAM-045","HAM","45",2,NA,NA,43.3046,-79.80238,NA,NA,2019-05-29 17:55:00,2019-09-30 16:07:00,NA,NA,NA,"VR2W",69,121991,"MAP-113",NA,NA,NA,"No","HAMLO","No"
"302","HAM-058","HAM","58",2,NA,NA,43.31292,-79.8061,NA,NA,2019-05-29 20:00:00,2019-10-07 17:40:00,1,NA,NA,"VR2W",69,119690,"MAP-113",NA,NA,NA,"No","HAMLO","No"
"303","HAM-059","HAM","59",2,NA,NA,43.29504,-79.87446,NA,NA,2019-05-31 14:10:00,2019-08-28 12:47:00,NA,NA,NA,"VR2W",69,119662,"MAP-113",NA,NA,NA,"Yes","HAMLO","No"
"304","HAM-060","HAM","60",2,NA,NA,43.29,-79.88554,NA,NA,2019-05-31 14:45:00,2019-08-28 15:20:00,NA,NA,NA,"VR2W",69,121997,"MAP-113",NA,NA,NA,"No","HAMLO","No"
"305","HAM-033","HAM","33",5,NA,NA,43.29214,-79.88402,NA,NA,2019-05-31 15:55:00,2019-08-28 14:40:00,NA,NA,NA,"VR2W",69,129324,"MAP-113",NA,NA,NA,"No","HAMLO","No"
"306","HAM-061","HAM","61",2,NA,NA,43.28888,-79.88264,NA,NA,2019-05-31 16:30:00,2019-08-28 14:30:00,NA,NA,NA,"VR2W",69,121996,"MAP-113",NA,NA,NA,"No","HAMLO","No"
"307","HAM-029","HAM","29",7,NA,NA,43.28943,-79.88732,NA,NA,2019-05-31 16:45:00,2019-08-28 15:05:00,NA,NA,NA,"VR2W",69,119694,"MAP-113",NA,NA,NA,"No","HAMLO","No"
"308","HAM-062","HAM","62",2,NA,NA,43.28993,-79.8872,NA,NA,2019-05-31 17:00:00,2019-08-28 15:05:00,NA,NA,NA,"VR2W",69,132817,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"309","HAM-063","HAM","63",2,NA,NA,43.2822,-79.88451,NA,NA,2019-05-31 17:20:00,2019-10-25 18:39:00,NA,NA,NA,"VR2W",69,119660,"MAP-113",NA,NA,NA,"No","HAMLO","No"
"310","HAM-064","HAM","64",2,NA,NA,43.29177,-79.88845,NA,NA,2019-05-31 18:05:00,2019-08-28 12:00:00,NA,NA,NA,"VR2W",69,132822,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"311","HAM-042","HAM","42",3,NA,NA,43.26877,-79.9348,NA,NA,2019-06-28 14:17:00,2019-08-28 14:00:00,1.8,NA,NA,"VR2W",69,133001,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"312","HAM-044","HAM","44",3,NA,NA,43.27541,-79.90526,NA,NA,2019-06-28 14:25:00,2019-08-28 17:06:00,0.9,NA,NA,"VR2W",69,132999,"MAP-114",NA,NA,NA,"Yes","HAMLO","No"
"313","HAM-031","HAM","31",5,NA,NA,43.27322,-79.90127,NA,NA,2019-06-28 15:16:00,2020-07-03 15:40:00,1.3,NA,NA,"VR2W",69,127831,"MAP-113",NA,NA,NA,"Yes","HAMLO","No"
"314","HAM-065","HAM","65",2,NA,NA,43.26973,-79.91906,NA,NA,2019-06-28 15:46:00,2019-08-28 16:57:00,0.7,NA,NA,"VR2W",69,124717,"MAP-113",NA,NA,NA,"No","HAMLO","No"
"315","HAM-034","HAM","34",7,NA,NA,43.27164,-79.80792,NA,NA,2019-07-09 15:00:00,2019-10-09 20:35:00,NA,NA,NA,"VR2W",69,121993,"MAP-113","error 1 initialization occurred between deploy and recover",NA,NA,"No","HAMLO","No"
"316","HAM-042","HAM","42",4,NA,NA,43.26877,-79.9348,NA,NA,2019-08-28 14:00:00,2020-07-03 14:38:00,1.8,NA,NA,"VR2W",69,133001,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"317","HAM-030","HAM","30",6,NA,NA,43.27192,-79.92519,NA,NA,2019-08-28 16:40:00,2020-07-03 14:16:00,NA,NA,NA,"VR2W",69,121999,"MAP-113",NA,NA,NA,"Yes","HAMLO","No"
"318","HAM-065","HAM","65",3,NA,NA,43.26973,-79.91906,NA,NA,2019-08-28 16:57:00,2019-12-04 17:00:00,0.7,NA,NA,"VR2W",69,124717,"MAP-113",NA,NA,NA,"No","HAMLO","No"
"319","HAM-032","HAM","32",7,NA,NA,43.27973,-79.89347,NA,NA,2019-08-28 17:20:00,2020-07-03 13:44:00,2.3,NA,NA,"VR2W",69,127844,"MAP-113","error 1 initialization occurred between deploy and recover",NA,NA,"No","HAMLO","No"
"320","HAM-044","HAM","44",4,NA,NA,43.27507,-79.90544,NA,NA,2019-08-28 18:00:00,2019-10-25 14:41:00,0.9,NA,NA,"VR2W",69,132999,"MAP-114",NA,NA,NA,"Yes","HAMLO","No"
"321","HAM-045","HAM","45",3,NA,NA,43.3046,-79.80238,NA,NA,2019-09-30 20:07:00,2020-06-29 17:45:00,NA,NA,NA,"VR2W",69,121991,"MAP-113",NA,NA,NA,"No","HAMLO","No"
"322","HAM-046","HAM","46",5,NA,NA,43.30771,-79.82588,NA,NA,2019-09-30 20:40:00,2020-06-29 16:25:00,NA,NA,NA,"VR2W",69,133002,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"323","HAM-047","HAM","47",5,NA,NA,43.30267,-79.83991,NA,NA,2019-09-30 21:02:00,2020-06-29 15:51:00,NA,NA,NA,"VR2W",69,132820,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"324","HAM-043","HAM","43",4,NA,NA,43.27957,-79.89146,NA,NA,2019-09-30 21:27:00,2020-06-29 19:27:00,NA,NA,NA,"VR2W",69,119706,"MAP-113",NA,NA,NA,"No","HAMLO","No"
"325","HAM-048","HAM","48",4,NA,NA,43.27311,-79.88506,NA,NA,2019-09-30 21:49:00,2020-06-29 19:27:00,NA,NA,NA,"VR2W",69,132997,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"326","HAM-051","HAM","51",4,NA,NA,43.26976,-79.87317,NA,NA,2019-09-30 22:16:00,2020-06-30 14:59:00,NA,NA,NA,"VR2W",69,127837,"MAP-113",NA,NA,NA,"No","HAMLO","No"
"327","HAM-041","HAM","41",6,NA,NA,43.2767,-79.83893,NA,NA,2019-10-02 22:15:00,2020-06-29 15:30:00,NA,NA,NA,"VR2W",69,131525,"MAP-113","error 1 initialization occurred between deploy and recover",NA,NA,"No","HAMLO","No"
"328","HAM-058","HAM","58",3,NA,NA,43.31292,-79.8061,NA,NA,2019-10-07 21:40:00,2020-06-29 18:09:00,NA,NA,NA,"VR2W",69,119690,"MAP-113",NA,NA,NA,"No","HAMLO","No"
"329","HAM-053","HAM","53",5,NA,NA,43.2759,-79.86333,NA,NA,2019-10-07 22:15:00,2020-06-30 18:45:00,NA,NA,NA,"VR2W",69,133111,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"330","HAM-057","HAM","57",5,NA,NA,43.27516,-79.86076,NA,NA,2019-10-07 22:17:00,2020-07-02 15:37:00,NA,NA,NA,"VR2W",69,133114,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"331","HAM-056","HAM","56",5,NA,NA,43.27497,-79.8634,NA,NA,2019-10-07 23:05:00,2020-06-30 18:40:00,NA,NA,NA,"VR2W",69,133113,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"332","HAM-055","HAM","55",5,NA,NA,43.27455,-79.8649,NA,NA,2019-10-07 23:23:00,2020-06-30 17:50:00,NA,NA,NA,"VR2W",69,133112,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"333","HAM-052","HAM","52",6,NA,NA,43.27438,-79.86617,NA,NA,2019-10-07 23:40:00,2020-06-30 17:13:00,NA,NA,NA,"VR2W",69,132818,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"334","HAM-054","HAM","54",5,NA,NA,43.2746,-79.8622,NA,NA,2019-10-08,2020-06-30 19:02:00,NA,NA,NA,"VR2W",69,132998,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"335","HAM-036","HAM","36",8,NA,NA,43.27139,-79.8695,NA,NA,2019-10-09 20:26:00,2020-06-30 15:50:00,NA,NA,NA,"VR2W",69,119711,"MAP-113",NA,NA,NA,"No","HAMLO","No"
"336","HAM-034","HAM","34",8,NA,NA,43.27142,-79.80812,NA,NA,2019-10-10 00:35:00,2020-07-02 17:40:00,NA,NA,NA,"VR2W",69,121993,"MAP-113",NA,NA,NA,"No","HAMLO","No"
"337","HAM-044","HAM","44",5,NA,NA,43.27507,-79.90544,NA,NA,2019-10-25 16:41:00,2019-12-04 05:00:00,0.9,NA,NA,"VR2W",69,132999,"MAP-114",NA,NA,NA,"Yes","HAMLO","No"
"338","HAM-063","HAM","63",3,NA,NA,43.2822,-79.88451,NA,NA,2019-10-25 22:39:00,2020-06-29 19:56:00,NA,NA,NA,"VR2W",69,119660,"MAP-113",NA,NA,NA,"No","HAMLO","No"
"339","HAM-017","HAM","17",8,NA,NA,43.29488,-79.82113,NA,NA,2020-06-02 18:37:00,2021-06-16 18:00:00,NA,NA,NA,"VR2AR",69,549114,"MAP-114","error 1 initialization occurred between deploy and recover",NA,NA,"No","HAMLO","No"
"340","HAM-039","HAM","39",6,NA,NA,43.28176,-79.85158,NA,NA,2020-06-02 19:20:00,2021-06-07 13:01:00,20,NA,NA,"VR2AR",69,547992,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"341","HAM-023","HAM","23",9,NA,NA,43.28569,-79.86764,NA,NA,2020-06-02 20:32:00,2021-06-16 17:00:00,10,NA,NA,"VR2AR",69,547993,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"342","HAM-022","HAM","22",9,NA,NA,43.30235,-79.79037,NA,NA,2020-06-16 20:46:00,2021-07-27 12:30:00,7,NA,NA,"VR2AR",69,549107,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"343","HAM-041","HAM","41",7,NA,NA,43.2767,-79.83893,NA,NA,2020-06-29 17:30:00,2021-06-16 18:18:00,NA,NA,NA,"VR2W",69,131525,"MAP-113",NA,NA,NA,"No","HAMLO","No"
"344","HAM-058","HAM","58",4,NA,NA,43.31292,-79.8061,NA,NA,2020-06-29 18:09:00,2021-07-19 18:57:00,1.2,NA,NA,"VR2W",69,119690,"MAP-113",NA,NA,NA,"No","HAMLO","No"
"345","HAM-046","HAM","46",6,NA,NA,43.30771,-79.82588,NA,NA,2020-06-29 18:25:00,2021-06-16 18:37:00,2,NA,NA,"VR2W",69,133002,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"346","HAM-045","HAM","45",4,NA,NA,43.3046,-79.80238,NA,NA,2020-06-29 19:45:00,2021-06-16 16:12:00,1.2,NA,NA,"VR2W",69,121991,"MAP-113",NA,NA,NA,"No","HAMLO","No"
"347","HAM-043","HAM","43",5,NA,NA,43.27957,-79.8915,NA,NA,2020-06-29 21:27:00,2021-06-16 17:20:00,2,NA,NA,"VR2W",69,119706,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"348","HAM-048","HAM","48",5,NA,NA,43.27311,-79.88506,NA,NA,2020-06-29 21:27:00,2021-06-17 19:05:00,2.5,NA,NA,"VR2W",69,132997,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"349","HAM-063","HAM","63",4,NA,NA,43.2822,-79.88451,NA,NA,2020-06-29 21:56:00,2021-06-16 17:52:00,1.5,NA,NA,"VR2W",69,119660,"MAP-114",NA,NA,NA,"No","HAMLO","No"
